data,ano,mes,media_temp,rad,vento,max_temp,min_temp,soma_carga,Agua_Grande,Aldeia_Campista,Alvorada,Areia_Branca,Ari_Franco,Baependi,Barra,Boca_do_Mato,Botafogo,Bras_de_Pina,Brisamar,Cachambi,Cachamorra,Camara,Camerino,Campo_Marte,Carmari,Cascadura,Caxias,Centenario,Coelho_da_Rocha,Colegio,Comendador_Soares,Copacabana,Cosmos,Curicica,Democraticos,Eldorado,Esperanca,Fontinele,Fundao,Gardenia,Governador,Guadalupe,Guanabara,Humaita,Influencia,Inmetro,Itaguai,Itapeba,Jaboatao,Jardim_Botanico,Leblon,Leme,Leopoldo,Mackenzie,Marapicu,Mato_Alto,Maturaca,Mena_Barreto,Meriti,Nova_Iguacu,Paciencia,Padre_Miguel,Pavuna,Pedro_Ernesto,Piedade,Porta_Dagua,Posto_Seis,Queimados,Ramos,Recreio,Retiro,Rio_Comprido,Rosali,Samaritano,Santa_Cecilia,Santa_Clara,Santa_Luzia,Santissimo,Santo_Antonio,Sao_Conrado,Sao_Joao,Sapucaia,Sarapui,Saudade,Seropedica,Taquara,Terra_Nova,Tres_Rios,Triagem,Trovao,Turiacu,Uruguai,Vigario,Vigario_Geral,Vila_Valqueire,Vilar_dos_Teles,Volta_Redonda,Washington_Luis,Zona_Industrial
2017-04,2017,4,24.00,612.21,1.36,35.10,17.30,2192440.66,19720.00,24214.13,37251.92,40247.03,35986.62,31224.00,31160.34,23289.00,23853.04,21478.00,7110.00,33331.49,33344.19,44642.70,25217.61,26850.22,20511.91,38368.69,37507.67,16087.13,28743.00,23897.00,30887.68,19391.00,25305.17,39129.31,21279.80,4254.26,46563.28,16249.00,10050.00,16211.00,20950.19,31264.00,22683.23,13851.54,3276.00,8621.06,14378.00,25560.00,37768.56,23403.48,22736.41,11781.85,16563.66,16707.90,16957.81,22574.24,21657.80,40348.13,26201.78,42181.39,24693.00,30359.00,28667.94,26163.92,22820.00,43073.56,29369.23,20531.42,22086.02,25013.22,18128.00,29619.56,32916.45,13481.93,14332.00,21264.81,17832.48,24474.41,34694.21,19456.25,16492.00,2605.32,29844.67,5669.20,21540.64,34338.00,23128.00,32018.11,26780.03,22598.08,22204.00,15441.56,4155.30,24615.97,22917.00,17168.14,24497.76,26935.02,12181.00
2017-05,2017,5,21.82,516.63,1.14,32.40,14.50,2015376.96,18218.00,23069.29,35620.03,35560.26,31628.42,29196.00,28705.12,21062.00,22767.12,20327.00,6571.00,29584.16,29930.21,39445.90,27181.38,28844.51,18413.55,37801.35,33873.41,17263.50,25809.00,21977.19,27715.10,17876.00,22591.73,34652.00,19453.75,4372.26,45384.14,15784.00,9580.00,15717.99,18916.50,28707.00,19890.17,13071.44,3330.00,8010.22,12882.00,22703.00,34857.02,24512.49,20944.19,10850.83,15199.00,14435.65,15014.49,18847.04,19786.81,35716.70,24078.51,37411.25,20767.00,27260.00,25785.91,23697.01,18880.00,39311.00,26156.00,19816.22,19449.34,23434.00,17059.00,27262.81,29537.73,12430.16,14064.00,19114.30,17603.21,23507.75,33586.01,16362.21,14622.00,2231.40,26624.26,5640.61,20149.50,32233.00,23850.00,30710.80,20827.69,20502.00,18896.00,14167.78,4013.79,21733.44,19417.00,15254.96,24662.71,25302.07,9630.00
2017-06,2017,6,21.20,480.17,0.99,33.90,11.60,1890277.75,16785.00,21258.46,33461.19,33644.82,28729.98,27791.00,26285.77,19722.00,21268.76,18835.00,6358.00,27944.93,28254.94,38485.73,26244.91,27094.09,17221.49,36219.54,32165.14,17220.39,24262.00,19610.31,25877.54,16861.00,21160.74,32521.45,17569.06,3795.74,40155.81,15067.00,8710.00,14508.28,17813.44,26303.00,18469.54,12177.56,2825.00,7706.64,12206.00,20557.00,32104.35,22068.60,19599.22,10161.45,14317.00,13219.10,13997.65,18416.80,18770.00,33370.96,20772.19,37642.16,20001.00,26395.00,24518.75,22826.82,17410.00,37305.60,24307.55,17831.71,17672.32,22399.03,16517.00,25028.76,27957.18,11709.32,13906.00,17668.17,16392.20,21416.44,29745.38,16726.43,13656.00,2456.80,24735.90,5459.60,18868.42,30406.00,22217.00,29627.97,19155.36,19263.87,18937.00,13177.00,4049.97,20852.61,17420.00,14326.77,24046.32,23698.47,8823.00
2017-07,2017,7,19.79,554.11,1.14,29.60,12.30,1814186.52,16275.00,20325.07,31757.49,32130.64,27762.18,26549.54,25695.05,18974.00,20086.05,17931.00,6323.00,27421.66,27452.40,35598.27,22341.26,26042.28,16483.65,34453.86,30324.05,17694.52,22950.00,19360.50,24809.95,16255.00,20142.54,32930.45,15982.33,3878.96,40945.10,15026.00,8349.00,14141.00,16391.94,24981.00,18650.56,11776.00,2794.00,7557.78,11617.00,19617.00,30776.06,20875.02,18343.03,10005.09,13816.68,15401.72,13341.22,18468.90,17364.14,32105.24,19830.10,34551.84,19221.00,25148.00,22572.60,23838.32,16840.00,35683.51,23966.20,17839.65,14699.46,21450.11,15884.00,23023.21,26591.45,11121.69,14656.00,16933.57,14222.53,19936.44,28475.10,16153.99,13004.00,2548.18,23436.03,5615.47,18075.14,28394.00,20347.00,30584.38,19863.93,17969.16,17875.00,12767.77,4056.92,19448.80,16184.00,13904.90,24184.66,22532.66,7264.00
2017-08,2017,8,20.23,534.72,1.40,35.00,11.40,1846414.71,15651.00,20620.66,30683.45,32403.07,27784.58,27070.91,26166.04,19297.00,20702.27,18082.00,6201.00,27050.78,27461.50,35844.51,23001.98,26176.84,16621.70,35840.39,30561.99,18573.71,23599.00,18934.63,25357.09,16738.00,20629.86,33970.67,14971.55,4653.00,39184.58,15440.00,8703.00,13860.00,16837.63,25120.00,18793.50,11866.90,2870.00,7781.90,11866.00,20156.00,31569.22,21339.67,19119.28,10024.52,13987.31,15774.95,13650.36,18522.85,17859.98,32404.66,19933.58,35701.86,19374.00,25743.00,22776.66,24702.73,18090.00,36407.10,24239.81,18240.26,16045.09,21598.15,16380.00,24017.70,26981.17,11263.63,15152.00,17138.34,14481.26,20052.28,29518.66,16588.24,13158.00,2638.62,24190.91,5870.13,18436.10,28968.00,19524.98,30953.33,20006.62,18435.60,18043.00,13214.38,2828.20,20337.92,16053.00,14220.11,25688.45,23064.88,11975.00
2017-09,2017,9,23.36,862.99,1.48,37.00,12.70,2088792.64,19544.00,23356.75,33300.71,39677.72,33519.49,28911.00,25865.16,22142.00,21558.33,21650.00,7113.00,30566.40,31484.54,44111.04,22925.02,28874.40,20120.16,41196.76,35802.31,19230.22,28420.00,20778.75,30450.50,17306.00,24279.26,37793.71,17988.76,5156.40,43944.35,16517.00,9445.00,15241.00,18731.42,30679.00,21309.86,12554.24,2919.00,8625.44,13400.00,20848.00,36840.77,22108.12,19347.12,10311.87,16250.59,15703.09,16295.54,20677.84,21019.67,39516.57,23381.14,40183.26,23268.00,30426.00,27531.86,29014.14,21830.00,38733.81,24674.42,21572.99,18970.43,22762.16,17304.00,27455.73,32333.94,12040.74,16412.00,19059.04,14982.50,23523.16,31984.93,17427.86,16280.00,2813.87,29387.97,5816.81,20159.49,33309.00,22648.00,31805.78,21998.90,20697.40,21385.00,14887.41,3673.60,23106.59,19181.00,17460.13,27660.93,26587.78,12599.00
2017-10,2017,10,25.02,694.76,1.67,37.50,16.50,2323716.65,20718.00,26303.12,35095.23,44218.98,37855.42,31665.00,28853.04,25284.00,23414.84,23376.00,7204.00,34192.70,35080.67,49137.15,26266.06,32475.98,22866.59,44285.66,39596.57,21172.38,31529.00,24865.44,34009.02,18682.38,26558.00,40323.31,20593.24,5582.44,49771.60,18050.00,10205.00,16574.00,21128.86,33908.00,24299.49,14039.61,3268.00,10022.24,14836.00,23291.00,40134.27,24359.63,21558.91,11182.53,18390.88,16931.45,17757.01,23046.81,23348.80,44137.94,25142.14,47487.72,25626.00,33045.00,31126.11,32885.27,24500.00,43661.53,27043.44,26888.00,21379.90,26174.92,19382.00,30527.24,36221.73,13491.75,16174.00,19514.17,18172.88,25188.84,35843.04,19892.99,18094.00,2915.18,33447.04,6336.23,20572.36,37484.00,25813.00,34664.32,26226.10,21520.55,23662.00,16930.03,4476.82,26781.73,22077.00,19469.90,30669.56,29754.26,13777.00
2017-11,2017,11,24.92,791.80,1.73,38.60,15.90,2239351.83,19796.00,24656.10,35096.07,42545.77,36131.97,31233.00,28186.83,23921.00,22820.18,22324.00,7275.00,35288.61,33792.74,47691.62,24261.59,29291.61,21801.22,42796.62,38625.74,18088.15,30369.00,24720.63,32431.04,18774.13,25597.87,42247.81,19766.76,5429.21,46138.55,17236.00,9600.00,16564.00,20637.98,32710.00,23608.83,13640.70,3057.00,9607.63,14133.00,23786.00,39434.82,24043.32,21867.22,11245.63,17232.00,16554.86,17228.00,23197.82,22297.83,41874.85,24492.88,43453.31,24522.00,31650.00,29362.45,31368.64,20992.00,41293.08,27100.10,25818.75,20576.54,26165.00,17295.00,29240.61,34392.45,13266.41,16510.00,17883.70,17407.52,24950.12,33603.64,19471.37,16753.00,2663.98,32593.09,6069.30,21136.13,35843.00,24954.00,32807.81,25221.41,21941.25,22964.00,16294.35,4298.61,25048.61,21904.00,18746.67,26747.02,28576.59,13249.00
2017-12,2017,12,26.01,787.92,1.42,37.10,19.50,2511592.86,23702.00,27761.64,40819.51,47713.07,41278.21,34753.00,32451.90,27868.00,25411.57,25138.00,7886.00,39676.77,37257.18,54762.30,26690.67,31600.54,24260.57,47722.16,43405.06,18870.25,33594.00,27600.00,36118.78,21804.00,29086.56,46774.22,22349.50,6040.31,52893.40,18577.00,10000.00,18787.00,23354.36,37053.00,27400.22,15057.31,3334.00,10559.92,16287.00,27093.00,44764.22,26474.65,25138.06,12493.38,19906.61,17184.88,20535.23,25158.44,25124.17,48026.78,27706.10,50593.33,27937.00,35520.00,33255.38,35758.90,23402.00,46510.69,31607.61,25229.38,23197.31,30048.14,19140.00,33063.14,39100.30,15085.06,16473.00,25121.18,18398.52,27615.44,36287.75,22435.91,18791.00,2850.56,37262.08,6480.03,23738.75,40034.00,28494.00,34369.82,27418.09,25770.64,25665.00,18244.00,4540.74,27419.30,24425.00,21740.93,29958.09,32419.12,13093.00
2018-01,2018,1,27.07,844.74,1.50,37.50,21.00,2715562.40,25529.00,31946.28,45053.49,47761.98,44629.89,38583.00,37219.72,30348.00,27954.94,27027.00,9420.00,43744.42,40840.38,57801.70,30003.42,34455.19,26058.88,51436.65,45688.07,16750.29,36099.00,28667.22,38443.26,25613.00,30926.62,48398.63,24507.23,4804.87,58436.45,18673.00,10910.00,20741.00,25128.67,39445.00,28947.94,16962.91,3386.00,11049.34,17398.00,32188.96,49288.48,29808.74,28227.00,14880.98,20742.56,19088.89,22433.40,27845.75,26814.39,50948.70,30921.31,53330.30,30026.00,39092.00,36492.33,38099.18,25510.00,55067.96,38068.97,29082.84,24740.64,34442.28,18807.00,36944.59,41098.86,17380.72,17243.00,27037.75,21331.29,30576.91,41345.78,25220.21,20315.00,2977.64,38540.03,6061.72,21540.48,44970.00,29495.00,34914.72,29202.48,25979.48,25979.48,20084.00,4811.58,30967.68,25865.00,22853.23,27761.24,33700.45,15214.00
2018-02,2018,2,26.05,779.29,1.36,36.30,19.80,2293122.88,20546.00,25777.58,38108.14,40001.85,36470.78,33040.00,31923.59,25229.00,23827.14,22001.00,9377.00,37030.88,35137.70,47289.70,23760.09,28653.91,22094.20,40637.89,38478.82,14850.14,31293.00,23813.00,32742.02,22016.00,25731.26,39590.11,19505.98,4295.41,49663.91,16403.00,8630.00,16677.00,20398.88,33481.00,24077.06,14856.97,2911.00,10112.13,15082.00,30180.00,42210.43,25332.60,25084.50,13014.54,17962.76,17075.96,19166.26,24945.04,22890.41,42404.55,25276.26,45477.60,25253.00,33167.00,29378.33,30184.81,22660.00,40726.35,33027.81,25354.50,20620.61,28664.42,16635.00,30889.77,34974.31,16643.57,14965.00,22600.68,17606.00,24807.41,34797.07,21964.67,18081.00,2567.79,32313.57,5716.61,18403.64,37595.00,25593.00,31368.24,25017.94,22992.45,22666.00,17027.00,4129.27,25731.71,21192.00,19019.41,23779.79,28140.92,12668.00
2018-03,2018,3,27.15,773.37,1.23,36.10,20.90,2839642.22,26317.00,31452.37,47555.47,51953.67,46435.07,40534.00,39083.96,32138.00,27939.95,27840.00,9914.00,46085.82,43684.26,60384.54,29012.89,34767.72,28023.95,51469.91,48199.12,17656.54,37384.00,30420.00,40502.53,27222.00,31772.80,52083.74,24907.62,5555.07,61139.18,20028.00,11890.00,19905.00,26432.80,42526.00,30884.45,17299.19,3344.00,11494.35,18522.00,33138.16,53446.53,31134.39,28857.22,14779.35,22526.45,20594.04,23482.92,29388.35,28676.19,53688.99,31435.41,56296.73,32941.00,42939.00,37620.33,40730.84,25620.00,53779.90,38594.46,30068.86,26419.65,35023.69,20168.00,38850.50,43763.25,20465.26,17294.00,27625.05,21804.29,33158.81,41274.47,25048.84,21979.00,2935.32,39680.67,6793.74,22326.43,45313.00,31166.00,35524.58,30793.70,28625.42,28717.00,20619.00,4851.43,32029.95,29638.00,23350.54,28107.14,35883.56,14828.00
2018-04,2018,4,24.70,694.46,1.08,34.30,16.40,2385316.33,22042.00,26392.07,36966.39,44712.39,38711.36,32843.00,30756.80,26244.00,25003.94,24158.00,8837.00,37534.85,35838.27,50425.02,25620.69,30454.97,23053.59,44901.13,40694.08,17460.83,30850.00,24807.00,33761.92,20905.00,27106.50,42741.03,19128.46,5146.17,52078.46,17262.00,10290.00,16458.00,21963.74,35522.00,25319.39,14352.92,2905.00,9862.06,15591.00,25689.43,43719.14,25705.68,23527.53,12130.79,18217.88,17128.44,19725.32,24183.44,23409.00,45693.81,27866.11,46954.03,27069.00,36038.00,31966.62,33632.75,22540.00,47828.50,30572.92,21852.54,22446.08,28924.06,17838.00,31740.46,36787.63,16510.83,15154.00,23386.81,19320.09,26567.41,35506.70,20720.16,18652.00,2663.57,32984.83,6171.29,23136.72,38644.00,26392.00,32035.04,27912.17,24273.88,24235.00,16678.00,3741.78,25691.55,22990.00,19673.95,26360.33,30692.44,13020.00
2018-05,2018,5,22.39,581.68,1.13,33.20,11.60,2111505.01,18976.00,23575.11,31735.33,39167.06,33493.06,29513.00,28194.46,23053.00,22761.33,21348.00,8333.00,31483.62,31321.09,43022.14,23589.09,28430.53,19776.81,40003.01,35331.79,17211.55,27470.00,22697.00,29470.14,18243.00,23735.62,39831.87,17192.58,4354.17,45462.36,16386.00,9000.00,15963.00,19735.81,30716.00,21983.90,12578.41,2780.00,9216.43,13645.00,23212.00,38334.14,23395.95,21072.13,10736.13,15977.77,16856.52,16735.12,21395.56,20591.47,39434.68,22972.67,42160.81,23887.00,30222.00,27803.91,29341.37,20892.00,40238.14,26851.43,22466.37,19957.79,25443.34,17496.00,27641.28,32128.94,14756.37,14723.00,20581.07,17616.83,23402.53,33382.33,17676.17,16496.00,2501.00,29091.65,5534.07,18802.03,33104.00,22926.00,29804.26,23694.07,21716.71,20399.00,14512.00,4270.02,22915.81,19489.00,15600.35,24762.71,27037.60,12023.00
2018-06,2018,6,21.55,429.84,0.98,32.90,14.60,1897700.46,16910.00,20898.18,30047.84,34215.85,28943.49,26759.00,25666.45,21223.00,20409.99,19094.00,8664.00,27691.87,27763.01,38652.37,21129.37,27135.72,18096.35,36273.98,30810.58,17172.82,24442.00,21545.00,26122.05,15920.00,21373.76,37181.38,14738.43,4849.60,40502.53,15440.00,8225.00,14481.00,17537.28,26763.00,19159.33,11843.21,2694.00,8347.63,12047.00,20573.00,33524.35,21190.87,19259.22,10028.04,14010.49,15845.30,14243.42,19430.56,18295.97,33798.35,20124.99,37577.94,20663.00,25884.00,24030.21,25658.75,18260.00,35137.53,24211.24,24056.70,17372.83,22886.56,16289.00,25016.99,27610.49,13023.01,15270.00,18340.81,15409.54,21616.72,30725.15,15998.44,13577.00,2437.35,24912.64,5350.11,16056.96,29114.00,21134.00,29649.62,19797.71,19195.17,17953.00,13245.00,4338.93,19903.84,17684.00,14501.50,24196.85,23564.74,12119.00
2018-07,2018,7,21.55,501.42,1.10,32.90,11.90,1996712.60,18191.00,21485.27,33440.53,37190.14,30698.94,27834.00,26019.99,21882.00,21341.74,18762.00,8308.00,30724.35,28643.55,41037.94,22314.21,28232.43,19113.37,38455.77,32723.60,18097.71,25549.00,23972.00,28342.08,16669.00,22903.39,39149.42,17026.05,4874.65,42415.27,15741.00,8576.00,14986.00,18067.90,28268.00,20393.34,12735.46,2808.00,8879.39,12459.00,21322.00,34614.16,21906.69,19921.00,10538.20,14958.46,16517.31,16028.40,19761.78,18698.94,36238.19,21369.70,38496.28,21328.00,27142.00,25786.16,27441.37,16940.00,37406.68,25337.55,24354.11,17713.28,23461.08,16503.00,26096.45,28837.02,12919.13,16059.00,19266.98,16144.34,22153.35,32142.66,16921.90,14549.00,2561.74,26762.50,5611.96,15502.85,30159.00,22047.00,31987.65,22918.81,20366.61,19445.00,13779.00,4294.09,20756.58,18294.00,15650.27,25834.29,25922.81,12778.00
2018-08,2018,8,20.78,474.70,1.22,33.10,13.10,1890635.52,16704.00,19589.45,33191.49,33789.42,28174.02,26794.00,24778.71,19985.00,21475.42,18709.00,8428.00,28765.41,27224.05,36887.74,21394.41,28303.19,17309.81,37145.30,30686.45,18241.00,24005.00,21476.00,26332.80,16224.00,21409.73,37919.90,16498.71,4837.57,39897.32,15854.00,8492.00,14421.00,17154.05,25566.00,19071.49,11620.56,3019.00,8686.37,11873.00,21370.00,33429.92,21239.10,18613.12,9476.92,13607.00,16255.56,15070.42,18763.06,17866.34,33763.22,19914.85,37239.69,20264.00,25302.00,23515.64,25360.71,16020.00,37146.84,23888.93,21312.83,15635.55,22306.22,17088.00,25410.31,26766.95,11283.45,17071.00,18454.76,15806.27,21042.69,31585.79,15643.67,14301.00,2272.59,25001.47,5674.97,17857.06,28277.00,20385.00,31951.86,19213.54,18168.14,16642.00,13225.00,3927.89,18780.51,16983.00,14740.83,25734.22,23348.32,11889.00
